SegmentId,StartTime,EndTime,Transcript,Topic
,,,  a great way to convey the information or,
MnIPpUiTcRc26,4.2,4.29,  key point of your presentation is to,Structure
,,,  use a story,
,,,  using a story preferably an interesting,
,,,  one you get your point across and you 're,
,,,  creating a moment in the presentation,
,,,  that is memorable and easier for the,
MnIPpUiTcRc27,4.31,4.38,  audience to recall later it 's also,Structure
,,,  hopefully going to be something that,
,,,  catch their attention pulling them in,
,,,  to what you were saying one of the key,
,,,  here though is that it ha to be a story,
,,,  you can tell with commitment and it ha,
MnIPpUiTcRc28,4.4,4.49,  to be true always be honest with your,No
,,,  audience because because if you 're not,
,,,  they will know and you will have lost,
,,,  all credibility tip number six be,
,,,  relatable being relatable is actually,
,,,  one of the most important factor of,
MnIPpUiTcRc29,4.51,5,  your delivery you want to be someone,No
,,,  that your audience can relate to but,
,,,  they would feel comfortable with talking,
,,,  to even when giving a talk a an expert,
,,,  on a topic you want the audience to feel,
,,,  the relation it help them mentally,
MnIPpUiTcRc30,5.02,5.09,  engage with your content and remember,No
,,,  you and your talk,
,,,  most people do n't feel comfortable going,
,,,  up and talking to a stern authority,
,,,  figure and no one want to listen to,
,,,  someone with no confidence so there 's a,
MnIPpUiTcRc31,5.11,5.21,  fine balance you need a strike and,No
,,,  here 's how the most important thing you,
,,,  can do to come across a more relatable,
,,,  is to be authentic be yourself another,
,,,  great way to accomplish this is to work,
,,,  on coming across a relaxed which can be,
MnIPpUiTcRc32,5.23,5.31,  difficult if you 're not used to,No
,,,  presenting but this go a long way to,
,,,  helping people see you a relatable the,
,,,  final way you can be a more relatable is,
,,,  to be enthusiastic about your,
,,,  presentation your enthusiasm will,
MnIPpUiTcRc33,5.33,5.42,  transfer to your audience and now that,No
,,,  you have enthusiasm in common you will,
,,,  begin to see is more relatable if you,
,,,  get all three of these technique,
,,,  mastered you will be well on your way to,
,,,  making it to your audience relate to you,
MnIPpUiTcRc34,5.44,5.54,  tip number seven build your confidence,No
,,,  with practice this might be the last tip,
,,,  but it is by far the most important one,
,,,  out of these seven confidence and what,
,,,  you do is by far the most important,
,,,  element of your presentation having,
MnIPpUiTcRc35,5.56,6.04,  confidence add an authority to,No
,,,  everything you say during your,
,,,  presentation but you 're not going to,
,,,  develop the confidence you need if you,
,,,  do n't practice and practice a lot,
,,,  whatever Dana give a talk or,
MnIPpUiTcRc36,6.05,6.15,  presentation he practice he say for,No
,,,  hour they do n't want to make sure he,
,,,  ha the timing down that he know every,
,,,  slide so he doe n't have to read off,
,,,  them he know what the next slide is so,
,,,  he can smoothly transition between them,
MnIPpUiTcRc37,6.16,6.25,  so that he will sound natural and,No
,,,  authentic and can explain the concept,
,,,  and tell the story with confidence and,
,,,  this all come with practice when you,
,,,  are practicing a presentation it 's not,
,,,  enough to sit in front of your computer,
MnIPpUiTcRc38,6.26,6.35,  and go through it you have to practice,Structure
,,,  it in front of other people invite some,
,,,  friend over and have them give some,
,,,  feedback on your presentation and make,
,,,  improvement based on their feedback no,
,,,  one get it right the first time but,
MnIPpUiTcRc39,6.36,6.44,  practice will,Structure
,,,  get you towards perfect with these seven,
,,,  tip you should be able to put together,
,,,  and deliver a masterful presentation,
,,,  that will wow your audience and make,
,,,  sure that they remember you and your,
MnIPpUiTcRc41,6.45,6.58,  topic if you guy like this,No
,,,  collaboration be sure to check out,
,,,  Dana 's YouTube channel and subscribe he,
,,,  ha ton of video on entrepreneurship,
,,,  and self I hope you guy,
,,,  like this video and learn something and,
,,,  if you did click the like button or if,
,,,  you have n't already the subscribe button,
,,,  thanks so much guy,
gaoxXFju6uo1,0,0.17,  At some point in your life you are going to be called upon to give a speech .,No
,,,  Now this might be at work this might be a best man 's speech at a wedding ; it doe n't,
,,,  matter where because if you ca n't do this without constantly looking down or looking,
,,,  to the PowerPoint to reference your note you are at a huge disadvantage .,
,,,  Not only doe it come across a inauthentic when you 're not communicating to the people,
,,,  eye to eye but if the PowerPoint break which I 've had happen you 're going to find,
gaoxXFju6uo2,0.21,0.36,  yourself standing in front of a room full of people who are waiting for you to speak,No
,,,  and you have nothing to say .,
,,,  So we want to avoid that and today I 'm going to teach you how .,
,,,  The first thing you need to do is to create an outline of your speech that is memory friendly .,
,,,  Now what doe this mean ?,
,,,  The first thing is that it 's chunked in a way that you can remember in your short memory .,
gaoxXFju6uo3,0.41,0.53,  Chunks think of it like this .,No
,,,  If I were to tell you a phone number that 's 10 digit .,
,,,  You 'll probably find that whenever you hear a phone number you 've got to write it down,
,,,  or you got to remember the first half and ask your friend to remember the second half,
,,,  and then you type it into the phone .,
,,,  That 's because there 's 10 chunk .,
gaoxXFju6uo4,0.55,1.15,  That 's too many for most people .,No
,,,  Most people can handle anywhere from 5 to 9 chunk .,
,,,  I play it safe most of my video I had anywhere from 3 to 5 chunk that I have so your first,
,,,  piece is get an outline 3 to 5 bullet point but these point need to in your head feel,
,,,  like they flow clearly from one to another .,
,,,  This piece is very important .,
gaoxXFju6uo5,1.16,1.29,  This is how you avoid memorization .,Structure
,,,  It just kind of flow out of you .,
,,,  So if I 'm doing a piece on conversation I 'm going to do it in chronological order .,
,,,  That make sense to me right ?,
,,,  So the first thing is you approach someone the second thing is what do you say to start,
,,,  the conversation the third thing is what do you do when you run out of thing to say,
gaoxXFju6uo6,1.32,1.43,  and finally how do you say goodbye right ?,Structure
,,,  That make sense to me .,
,,,  If you 're giving a pitch and you 're at a meeting right ?,
,,,  And you 're trying to figure out how to structure thing maybe you think about it from the,
,,,  customer 's perspective .,
,,,  First they 're gon na hit the marketing team then they 're gon na finally meet the sale team .,
gaoxXFju6uo7,1.47,2.06,  And once they get sold they 're gon na go to the deliverable team .,Structure
,,,  Whatever it is the piece should flow naturally in your head .,
,,,  That will save you so much memorization work down the line that 's why I avoid memorizing .,
,,,  The second piece is that once you have these bullet you flush them out .,
,,,  I will actually go in and I type everything that I can think of underneath each bullet .,
,,,  That includes story thing that I want to get detail that I might not have thought of .,
gaoxXFju6uo8,2.09,2.21,  That 's gon na help me communicate my main point .,Structure
,,,  But more importantly this give me a chance to edit the one that I do n't spend time on .,
,,,  You 've seen this before .,
,,,  This is when I rambled .,
,,,  This is when you ramble .,
,,,  So the really key point is to find your detail and then to cut the one that do n't support,
gaoxXFju6uo9,2.27,2.38,  your purpose .,Structure
,,,  It 's not to memorize all these by the way we just want to get it out on paper .,
,,,  That 's the second piece .,
,,,  The third piece is now you 've got a speech written for you right ?,
,,,  It 's got these chunk .,
,,,  It 's got the detail .,
gaoxXFju6uo10,2.39,3.01,  The third thing is to go through it and subvocalize the entire thing referencing your high,No
,,,  bullet point but without visual cue .,
