SegmentId,StartTime,EndTime,Transcript,Topic
yoD8RMq2OkU110,13.3,13.34,Try using the Audience Transformation Roadmap for your next presentation,No
nan,nan,nan,and you ’ ll be amazed at how well your idea resonate with your audience .,Structure
yoD8RMq2OkU111,13.4,13.4,And lastly please remember I need your help .,No
yoD8RMq2OkU112,13.44,13.44,I ca n't cure the world of bad presentation on my own .,No
yoD8RMq2OkU113,13.51,13.57,But together we really can make a difference !,No
nan,nan,nan,So by all mean share this with anyone you know,No
nan,nan,nan,who need a dose of presentation magic .,No
yoD8RMq2OkU114,14,14.02,It could be your colleague your teacher your bos,No
nan,nan,nan,but you all know someone .,No
yoD8RMq2OkU115,14.04,14.08,And most of all every time you get to present,No
nan,nan,nan,focus not on informing but on transforming your audience .,No
yoD8RMq2OkU116,14.12,14.21,That ’ s where the magic happens,Structure
nan,nan,nan,and if you can succeed in changing,Structure
nan,nan,nan,what your audience belief feel and doe,No
nan,nan,nan,there truly is no limit to what you can achieve .,Structure
yoD8RMq2OkU117,14.26,14.26,Thank you .,No
dEDcc0aCjaA1,0.01,0.01,Hi I 'm Jason Teteak .,No
dEDcc0aCjaA2,0.02,0.11,I help people overcome their fear of public speaking and deliver amazing presentation,No
nan,nan,nan,and today I 'm going to show you how to captivate your audience within the first 5 minute of,No
nan,nan,nan,your presentation .,No
dEDcc0aCjaA3,0.13,0.13,Here 's how I 'm going to do it . '',Structure
dEDcc0aCjaA4,0.13,0.14,I 'm going to show you 5 step to deliver a killer opener . '',No
dEDcc0aCjaA5,0.14,0.38,If you 're watching this you probably already know that delivering great presentation is,No
nan,nan,nan,critical to advance your career but did you know that research say that most adult will,No
nan,nan,nan,stop listening to your presentation within the first 10 minute if they are n't convinced,No
nan,nan,nan,there 's something in it for them ?,Structure
nan,nan,nan,The problem is that most people do n't know about the skill they need to hook their audience,No
nan,nan,nan,give a great presentation and overcome their fear of doing it .,No
dEDcc0aCjaA6,0.43,0.44,What am I going to do ?,Structure
nan,nan,nan,Hi Jim .,No
dEDcc0aCjaA7,0.45,0.46,How 's it going ?,No
nan,nan,nan,I 'm freaking out about this big presentation I have to give tomorrow .,No
dEDcc0aCjaA8,0.5,0.53,Well did you write out your opener and practice it three time ?,No
nan,nan,nan,No .,No
dEDcc0aCjaA9,0.54,0.56,No ?,No
nan,nan,nan,Why not ?,No
nan,nan,nan,I 'm terrified and I do n't even know where to start .,No
dEDcc0aCjaA10,1,1,Trust me I 've been in that situation before and it 's not fun .,No
dEDcc0aCjaA11,1.03,1.09,So to help you out I 'm going to show you my 5 step formula to deliver a killer presentation,No
nan,nan,nan,opener every time .,No
dEDcc0aCjaA12,1.1,1.1,Let 's start off with step number one which is Give a Confident Introduction . '',No
dEDcc0aCjaA13,1.1,1.15,One of the biggest mistake people make when they start their presentation is showing nervousness .,No
dEDcc0aCjaA14,1.21,1.21,Here 's the key : It 's not whether you 're nervous it 's whether you show it .,No
dEDcc0aCjaA15,1.25,1.25,The first thing you need to do is stand STILL .,No
dEDcc0aCjaA16,1.28,1.28,Do n't move .,No
dEDcc0aCjaA17,1.29,1.29,Do n't pace and keep your hand at your side .,No
dEDcc0aCjaA18,1.33,1.38,This is the most calm and confident stance on the planet and it handle the number 1,No
nan,nan,nan,need of your audience which is to feel safe .,No
dEDcc0aCjaA19,1.41,1.41,Now you can introduce yourself and say Hi my name is Jason Teteak . '',No
dEDcc0aCjaA20,1.41,1.46,When you do this bring your inflection down at the end to show confidence .,No
dEDcc0aCjaA21,1.51,1.53,Instead of : Hi my name is Jason Teteak ? '',No
nan,nan,nan,Say : Hi my name is Jason Teteak . '',No
dEDcc0aCjaA22,1.53,1.58,See the difference ?,No
nan,nan,nan,Now we move on to step 2 which is Give Your Credentials .,Structure
dEDcc0aCjaA23,2.03,2.08,This is where many presenter make the mistake of simply giving their title and year of,Structure
nan,nan,nan,experience .,No
dEDcc0aCjaA24,2.09,2.13,They say something like I 'm a presentation skill coach and I 've been doing it for 20,No
nan,nan,nan,year . '',Structure
dEDcc0aCjaA25,2.13,2.22,Yet your audience want to know : What can you do for me ? '',No
nan,nan,nan,They need to know who you are why you 're the best person to deliver this presentation,No
nan,nan,nan,and what you have to offer them .,No
dEDcc0aCjaA26,2.24,2.3,For example I might say I help people overcome their fear of public speaking and deliver,No
nan,nan,nan,amazing presentation . '',No
dEDcc0aCjaA27,2.3,2.35,What would that look like for you ?,No
nan,nan,nan,To figure this out you need a short elevator speech .,No
dEDcc0aCjaA28,2.38,2.42,It look like this : You know how some people have this problem ?,No
nan,nan,nan,Well I offer this solution . '',No
dEDcc0aCjaA29,2.42,2.45,The solution you offer is how you help people .,No
dEDcc0aCjaA30,2.48,2.55,For me it wa : You know how some people have a fear of public speaking and a have,No
nan,nan,nan,hard time getting their message across in a presentation ?,No
nan,nan,nan,Well I help them overcome their fear of public speaking and deliver amazing presentation . '',No
dEDcc0aCjaA31,2.55,3.05,What 's your credential statement ?,Structure
nan,nan,nan,You 'll be amazed at the effect this ha on your audience .,No
dEDcc0aCjaA32,3.07,3.07,Step 3 is to Deliver Your Hook . '',No
dEDcc0aCjaA33,3.07,3.16,My hook for this video presentation might look something like this I 'm going to show,No
nan,nan,nan,you how to captivate your audience within the first 5 minute of your presentation . '',No
dEDcc0aCjaA34,3.16,3.21,When you do this you have to get your audience to feel '' something .,No
dEDcc0aCjaA35,3.25,3.27,How do you get them to feel ?,No
nan,nan,nan,You have 3 choice .,No
dEDcc0aCjaA36,3.28,3.28,You can get them to feel more happy more successful or more free .,No
dEDcc0aCjaA37,3.33,3.33,Look at my hook .,No
dEDcc0aCjaA38,3.35,3.4,I said I 'm going to show you how to captivate your audience within the first 5 minute of,No
nan,nan,nan,your presentation . '',No
dEDcc0aCjaA39,3.4,3.54,When you captivate your audience within the first 5 minute of your presentation you 'll,No
nan,nan,nan,feel happier because they are listening to you you 'll feel more successful because you,No
nan,nan,nan,look like an expert and you 'll feel more freedom when you spend le time worrying,No
nan,nan,nan,about your presentation the night before .,No
dEDcc0aCjaA40,3.57,3.57,Here 's the practical for you .,No
dEDcc0aCjaA41,3.58,3.58,For your presentation write down the word I 'm going to show you. '' then fill in the,No
dEDcc0aCjaA42,3.58,4.08,rest with something that 's going to create more happiness success or freedom for your,Structure
nan,nan,nan,audience .,No
dEDcc0aCjaA43,4.09,4.09,Here 's the rule .,Structure
dEDcc0aCjaA44,4.1,4.14,You ca n't tell them WHAT they 're going to get until you 've told them WHY they would,No
nan,nan,nan,want it .,No
dEDcc0aCjaA45,4.15,4.2,Your hook ha to be something that get them to BELIEVE that they want what you 're going,No
nan,nan,nan,to give them .,No
dEDcc0aCjaA46,4.22,4.27,Take a moment right now and write down WHY your presentation will make your audience,Structure
nan,nan,nan,more happy successful or free in their life .,No
dEDcc0aCjaA47,4.31,4.31,And now we move on to step number 4 which is to Introduce Your Agenda . '',Structure
dEDcc0aCjaA48,4.31,4.41,I recommend you use a PowerPoint for this step and the slide should look something,No
nan,nan,nan,like this .,No
dEDcc0aCjaA49,4.44,4.48,The purpose of this step is to show your audience the takeaway for your presentation the,No
nan,nan,nan,thing they get to take away '' and use tomorrow after listening to your presentation .,No
dEDcc0aCjaA50,4.54,4.54,Do n't read the slide .,No
dEDcc0aCjaA51,4.55,4.55,They 're adult .,No
dEDcc0aCjaA52,4.56,4.56,They can read .,No
dEDcc0aCjaA53,4.57,5.01,Instead just give them a moment to read it themselves and introduce your agenda by summarizing,Structure
nan,nan,nan,what you 'll be doing .,No
dEDcc0aCjaA54,5.03,5.08,You do this by mentioning the number of takeaway you 'll be giving them and paraphrasing the,No
nan,nan,nan,goal of your presentation .,Structure
dEDcc0aCjaA55,5.09,5.11,Here 's what it look like :,No
nan,nan,nan,I 'm going to show you 5 step to deliver a killer opener . '',No
dEDcc0aCjaA56,5.11,5.19,What would this look like for you ?,No
nan,nan,nan,The last step is Step 5 Give a Credible Statement .,Structure
dEDcc0aCjaA57,5.23,5.23,You can do this by giving relevant or compelling data to your audience to support your message .,No
dEDcc0aCjaA58,5.27,5.51,Remember how I did this at the beginning of this video ?,No
nan,nan,nan,I said You probably already know that delivering great presentation is critical to advance,No
nan,nan,nan,your career but did you know that research say that most adult will stop listening,No
nan,nan,nan,to your presentation within the first 10 minute if they are n't convinced there 's something,No
nan,nan,nan,in it for them ? '',No
nan,nan,nan,When you do this within the first 2 minute of your presentation your audience start,No
nan,nan,nan,to trust you .,No
dEDcc0aCjaA59,5.53,5.58,Without bragging your listener start to think oooh this guy know what he 's talking,No
nan,nan,nan,about '',No
nan,nan,nan,Done .,No
dEDcc0aCjaA60,5.59,6.03,When I put those 5 step together it sound like this :,No
nan,nan,nan,Hi I 'm Jason Teteak .,No
dEDcc0aCjaA61,6.05,6.14,I help people overcome their fear of public speaking and deliver amazing presentation,No
nan,nan,nan,and today I 'm going to show you how to captivate your audience within the first 5 minute of,No
nan,nan,nan,your presentation .,No
dEDcc0aCjaA62,6.16,6.16,Here 's how I 'm going to do it . '',Structure
dEDcc0aCjaA63,6.16,6.17,I 'm going to show you 5 step to deliver a killer opener . '',No
dEDcc0aCjaA64,6.17,6.4,You probably already know that delivering great presentation is critical to advance,No
nan,nan,nan,your career but did you know that research say that most adult will stop listening,No
nan,nan,nan,to your presentation within the first 10 minute if they are n't convinced there 's something,No
nan,nan,nan,in it for them ? '',No
nan,nan,nan,Wow !,No
nan,nan,nan,Do you see how powerful that is ?,No
nan,nan,nan,Those are the 5 step to deliver a killer presentation opener whenever you do a presentation .,No
dEDcc0aCjaA65,6.46,6.46,I know this is a lot of information for you to take in .,Structure
dEDcc0aCjaA66,6.49,6.53,For that reason I put together some free video training for everyone who stayed to,No
nan,nan,nan,the end of this video .,No
dEDcc0aCjaA67,6.55,6.59,You 'll not only learn how to give a killer opener but the exact skill and specific,No
nan,nan,nan,technique you need to nail your entire presentation .,No
dEDcc0aCjaA68,7.03,7.08,To get your free training all you need to do is click the button right here or the,No
nan,nan,nan,link below in the description .,Structure
dEDcc0aCjaA69,7.1,7.1,So go on get your free training and click that link below .,Structure
dEDcc0aCjaA70,7.15,7.19,I hope you enjoyed this video and if you did let me know by leaving a comment hitting,No
nan,nan,nan,the thumb up button and subscribing to my channel .,No
dEDcc0aCjaA71,7.23,7.28,This is Jason Teteak from ruletheroom.com and you just learned the 5 step to deliver,No
nan,nan,nan,a killer opener every time you give a presentation .,No
Q5WT2vweFRY1,0,0.07,We ve worked in the live event and,No
nan,nan,nan,production industry for over 40 year,No
nan,nan,nan,and have worked with hundred of,No
nan,nan,nan,presenter all over the world. In this,No
Q5WT2vweFRY2,0.07,0.16,video we are going to share with you our,No
nan,nan,nan,top 10 tip guaranteed to make you a,No
nan,nan,nan,"better presenter. So let s get started,",No
Q5WT2vweFRY3,0.16,0.19,number one focus on the audience. Your,No
Q5WT2vweFRY4,0.19,0.26,"presentation is not about you, it s about",No
nan,nan,nan,the audience. What benefit will the,Structure
Q5WT2vweFRY5,0.26,0.26,audience. get from listening to you What,No
Q5WT2vweFRY6,0.29,0.42,do you want them to think feel and do a,No
nan,nan,nan,a result of listening to you once you,No
nan,nan,nan,"have these clear objective in Your mind,",No
nan,nan,nan,you are on Your way to delivering a,No
nan,nan,nan,winning presentation. Number two,No
Q5WT2vweFRY7,0.42,0.49,delete all excess text from your slide,No
nan,nan,nan,load of bullet point. On your slide,No
Q5WT2vweFRY8,0.49,0.52,are a complete waste of time. Nobody,No
Q5WT2vweFRY9,0.52,0.55,actually read them. The brain is a self,No
Q5WT2vweFRY10,0.55,0.58,organizing mechanism. If you use slide,No
Q5WT2vweFRY11,0.58,1.03,"like these, you re sending a signal",No
nan,nan,nan,directly to the audience. to start,No
Q5WT2vweFRY12,1.03,1.03,daydreaming. Your slide are not your,No
Q5WT2vweFRY13,1.05,1.08,"speaker, note, use powerful image and",No
nan,nan,nan,picture. They are much more effective in,No
Q5WT2vweFRY14,1.11,1.14,getting your message across number. Three.,No
Q5WT2vweFRY15,1.18,1.18,Keep it simple. Le really is more get,No
Q5WT2vweFRY16,1.18,1.26,"used to cutting out material, including",No
nan,nan,nan,your presentation. only what really,No
Q5WT2vweFRY17,1.26,1.31,"matter this is a difficult process, but",Structure
nan,nan,nan,think back to point. one. What do you want,No
