SegmentId,StartTime,EndTime,Transcript,,,,,,,
,,,Probably bored but also resigned to a really ineffective way of presenting,,,,,,,
,,,because that ’ s just what everyone doe .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU63,8.08,8.15,And lastly what do they do ?,Information,BodyComponent,StructureComponent,,Structure,,
,,,Well when it ’ s their turn to present,,,,,,,
,,,they generally will pack thing full of information,,,,,,,
,,,and they won ’ t personalize it to their audience .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU64,8.18,8.27,So what do I want them to do after my presentation ?,Aim,ContentIntroduction,OpeningComponent,StructureComponent,Structure,,
,,,Well afterwards I ’ m going to want them,Audience,,,,Delivery,,
,,,to aim to transform their audience every time they present,Audience,,,,Delivery,,
,,,to change something in their audience .,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU65,8.29,8.29,I ’ m going to need them to personalize their presentation every time .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU66,8.34,8.38,And also I ’ d like them to use the Audience Transformation Roadmap,Audience,,,,Delivery,,
,,,because I know it will help them to succeed .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU67,8.42,8.45,What do they need to feel to do those thing ?,,,,,,,
,,,Well If they still feel bored or resigned they ’ re not going to do very much .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU68,8.49,8.55,So they need to feel curious about this new technique,,,,,,,
,,,they need to feel motivated to try it,,,,,,,
,,,and optimistic that it can work for them .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU69,8.58,9.03,What do they need to believe to feel those thing ?,,,,,,,
,,,They ’ ll need to believe that the Roadmap,,,,,,,
,,,can actually help them to succeed in their presentation .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU70,9.06,9.1,Lastly what do they need to know to believe feel and do those thing ?,,,,,,,
,,,Well they ’ ll need to know the three magic ingredient that ’ s pretty basic .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU71,9.14,9.17,They 'll need to know presentation are bad at information,Information,BodyComponent,StructureComponent,,Structure,,
,,,but great at transformation .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU72,9.19,9.19,And they ’ ll need to know how to use the Audience Transformation Roadmap .,Audience,,,,Delivery,,
,,,,,,,,,,
yoD8RMq2OkU73,9.24,9.24,OK now we ’ ve worked out where they were and where I want to take them .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU74,9.29,9.29,What can I do now ? I fill in the Transformation Column .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU75,9.32,9.38,So what can I say or show or do to make those transformation ?,Note,VisualAidArtefact,,,VisualAid,,
,,,Now usually I ’ m using a flip and some sticky note here .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU76,9.43,9.43,So I ’ m going to use virtual sticky note .,Note,VisualAidArtefact,,,VisualAid,,
,,,,,,,,,,
yoD8RMq2OkU77,9.45,9.45,Let ’ s start at the top .,Start,StructureComponent,,,Structure,,
,,,,,,,,,,
yoD8RMq2OkU78,9.47,9.53,We need to make sure they know the three magic ingredient,Audience,,,,Delivery,,
,,,so I ’ m going to need to talk at some point about the audience,,,,,,,
,,,about the speaker and the transformation .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU79,9.56,9.59,They need to know presentation are bad at information,Information,BodyComponent,StructureComponent,,Structure,,
,,,so maybe I should tell them that we forget most of what we hear very quickly .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU80,10.03,10.03,And perhaps I can find a visual way to show that a well .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU81,10.08,10.12,What next ? They need to know how to use the Roadmap so I ’ d better show it to them,,,,,,,
,,,and I guess I could make it even clearer by going through an example .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU82,10.16,10.17,They need to believe,,,,,,,
,,,that the Roadmap can help them to succeed in their presentation .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU83,10.21,10.3,So I ’ ll need to show how easy it is,Note,VisualAidArtefact,,,VisualAid,,
,,,to take all of these sticky note off of the Transformation Column,,,,,,,
,,,and arrange them in a suitable order,,,,,,,
,,,to create the storyline for their presentation .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU84,10.32,10.32,It really is a short .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU85,10.34,10.34,OK now I need to make them curious .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU86,10.36,10.4,Now to make them curious I ’ m going to need to make them care,,,,,,,
,,,and to make them care I need to show that I care .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU87,10.43,10.48,So I probably need to explain that most presentation really don ’ t succeed,,,,,,,
,,,and that I care about fixing that .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU88,10.51,10.53,And then to make them care,,,,,,,
,,,I ’ m going to need to find out how relevant it is to them .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU89,10.57,11.01,Perhaps I could ask them how many of them actually need to present,,,,,,,
,,,and of course I know the answer is pretty much everybody .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU90,11.04,11.04,I need to make them motivated and optimistic .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU91,11.06,11.1,Well I can make them optimistic by explaining how easy this is to use,,,,,,,
,,,but also how powerful it is .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU92,11.12,11.18,And to motivate them to try it,,,,,,,
,,,I ’ m going to need to explain that successful presentation,,,,,,,
,,,can really make a difference to how well they succeed in life .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU93,11.24,11.27,Lastly to make them do these thing I ’ ll need a call to action,Focus,Paralanguage,NonVerbalCommunication,,Delivery,,
,,,which focus on what I want them to do afterwards .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU94,11.31,11.36,So there we have it !,,,,,,,
,,,That ’ s a very accelerated version of the brainstorming,,,,,,,
,,,but it doesn ’ t need to take long .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU95,11.38,11.42,What we have now is just enough relevant idea,Audience,,,,Delivery,,
,,,on how we can transform our audience .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU96,11.45,11.5,So what happens next ?,,,,,,,
,,,Well this is where I ’ m going to take my magic wand out again,,,,,,,
,,,because this is where the presentation magic happens .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU97,11.52,12.09,This is where you can take all the sticky note off of the Transformation Column,Note,VisualAidArtefact,,,VisualAid,,
,,,prepare a suitably magical story line,Story,StructureApproach,,,Structure,,
,,,and then arrange all of these idea back into that story line,Story,StructureApproach,,,Structure,,
,,,and hey presto there is my presentation !,,,,,,,
,,,Now you might recognize this one because ...,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU98,12.12,12.12,this is the presentation you have been watching for the last ten minute .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU99,12.17,12.17,And this is where we are now .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU100,12.2,12.25,Isn ’ t that magic ?,,,,,,,
,,,So now you know what happens next !,,,,,,,
,,,Next I need to explain how simple this can be and how powerful .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU101,12.29,12.29,And it ’ s so simple that it doesn ’ t take an expert .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU102,12.32,12.39,Thousands of people have already used this technique,,,,,,,
,,,to prepare and deliver fantastic presentation of all kind,,,,,,,
,,,from TED talk to the boardroom .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU103,12.42,12.55,But more than presentation they ’ ve used it also for email,,,,,,,
,,,for proposal for preparing interview for preparing conference …,,,,,,,
,,,Basically it work in any situation,,,,,,,
,,,where you need to change what people believe feel and do .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU104,12.59,12.59,You really don ’ t need a magic wand .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU105,13.02,13.02,This is all the magic you need .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU106,13.1,13.1,Thank you .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU107,13.14,13.14,Thank you . So now I need to give you a call to action and here it is .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU108,13.14,13.14,nan,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU109,13.2,13.26,Remember those three magic ingredient of every great presentation :,Audience,,,,Delivery,,
,,,the audience the speaker,,,,,,,
,,,and the transformation you want to create in your audience .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU110,13.3,13.34,Try using the Audience Transformation Roadmap for your next presentation,Audience,,,,Delivery,,
,,,and you ’ ll be amazed at how well your idea resonate with your audience .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU111,13.4,13.4,And lastly please remember I need your help .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU112,13.44,13.44,I ca n't cure the world of bad presentation on my own .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU113,13.51,13.57,But together we really can make a difference !,,,,,,,
,,,So by all mean share this with anyone you know,,,,,,,
,,,who need a dose of presentation magic .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU114,14,14.02,It could be your colleague your teacher your bos,,,,,,,
,,,but you all know someone .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU115,14.04,14.08,And most of all every time you get to present,Focus,Paralanguage,NonVerbalCommunication,,Delivery,,
,,,focus not on informing but on transforming your audience .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU116,14.12,14.21,That ’ s where the magic happens,Audience,,,,Delivery,,
,,,and if you can succeed in changing,,,,,,,
,,,what your audience belief feel and doe,,,,,,,
,,,there truly is no limit to what you can achieve .,,,,,,,
,,,,,,,,,,
yoD8RMq2OkU117,14.26,14.26,Thank you .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA1,0.01,0.01,Hi I 'm Jason Teteak .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA2,0.02,0.11,I help people overcome their fear of public speaking and deliver amazing presentation,Audience,,,,Delivery,,
,,,and today I 'm going to show you how to captivate your audience within the first 5 minute of,,,,,,,
,,,your presentation .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA3,0.13,0.13,Here 's how I 'm going to do it . '',,,,,,,
,,,,,,,,,,
dEDcc0aCjaA4,0.13,0.14,I 'm going to show you 5 step to deliver a killer opener . '',Opener,StructureComponent,,,Structure,,
,,,,,,,,,,
dEDcc0aCjaA5,0.14,0.38,If you 're watching this you probably already know that delivering great presentation is,Audience,,,,Delivery,,
,,,critical to advance your career but did you know that research say that most adult will,,,,,,,
,,,stop listening to your presentation within the first 10 minute if they are n't convinced,,,,,,,
,,,there 's something in it for them ?,,,,,,,
,,,The problem is that most people do n't know about the skill they need to hook their audience,,,,,,,
,,,give a great presentation and overcome their fear of doing it .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA6,0.43,0.44,What am I going to do ?,,,,,,,
,,,Hi Jim .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA7,0.45,0.46,How 's it going ?,,,,,,,
,,,I 'm freaking out about this big presentation I have to give tomorrow .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA8,0.5,0.53,Well did you write out your opener and practice it three time ?,Opener,StructureComponent,,,Structure,,
,,,No .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA9,0.54,0.56,No ?,Start,StructureComponent,,,Structure,,
,,,Why not ?,,,,,,,
,,,I 'm terrified and I do n't even know where to start .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA10,1,1,Trust me I 've been in that situation before and it 's not fun .,Fun,RhetoricalDevice,VerbalCommunication,,Delivery,,
,,,,,,,,,,
dEDcc0aCjaA11,1.03,1.09,So to help you out I 'm going to show you my 5 step formula to deliver a killer presentation,Opener,StructureComponent,,,Structure,,
,,,opener every time .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA12,1.1,1.1,Let 's start off with step number one which is Give a Confident Introduction . '',Start,StructureComponent,,,Structure,,
,,,,Confident,SpeakerEmotion,,,Delivery,,
,,,,Introduction,OpeningComponent,StructureComponent,,Structure,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA13,1.1,1.15,One of the biggest mistake people make when they start their presentation is showing nervousness .,Start,StructureComponent,,,Structure,,
,,,,,,,,,,
dEDcc0aCjaA14,1.21,1.21,Here 's the key : It 's not whether you 're nervous it 's whether you show it .,Nervous,SpeakerEmotion,,,Delivery,,
,,,,,,,,,,
dEDcc0aCjaA15,1.25,1.25,The first thing you need to do is stand STILL .,Stand,BodyPosition,BodyLangugenamebodylanguage,NonVerbalCommunication,Delivery,,
,,,,,,,,,,
dEDcc0aCjaA16,1.28,1.28,Do n't move .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA17,1.29,1.29,Do n't pace and keep your hand at your side .,Pace,Paralanguage,NonVerbalCommunication,,Delivery,,
,,,,,,,,,,
dEDcc0aCjaA18,1.33,1.38,This is the most calm and confident stance on the planet and it handle the number 1,Confident,SpeakerEmotion,,,Delivery,,
,,,need of your audience which is to feel safe .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA19,1.41,1.41,Now you can introduce yourself and say Hi my name is Jason Teteak . '',,,,,,,
,,,,,,,,,,
dEDcc0aCjaA20,1.41,1.46,When you do this bring your inflection down at the end to show confidence .,End,StructureComponent,,,Structure,,
,,,,,,,,,,
dEDcc0aCjaA21,1.51,1.53,Instead of : Hi my name is Jason Teteak ? '',,,,,,,
,,,Say : Hi my name is Jason Teteak . '',,,,,,,
,,,,,,,,,,
dEDcc0aCjaA22,1.53,1.58,See the difference ?,,,,,,,
,,,Now we move on to step 2 which is Give Your Credentials .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA23,2.03,2.08,This is where many presenter make the mistake of simply giving their title and year of,Title,Text,VisualAidArtefact,,VisualAid,,
,,,experience .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA24,2.09,2.13,They say something like I 'm a presentation skill coach and I 've been doing it for 20,,,,,,,
,,,year . '',,,,,,,
,,,,,,,,,,
dEDcc0aCjaA25,2.13,2.22,Yet your audience want to know : What can you do for me ? '',Audience,,,,Delivery,,
,,,They need to know who you are why you 're the best person to deliver this presentation,,,,,,,
,,,and what you have to offer them .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA26,2.24,2.3,For example I might say I help people overcome their fear of public speaking and deliver,,,,,,,
,,,amazing presentation . '',,,,,,,
,,,,,,,,,,
dEDcc0aCjaA27,2.3,2.35,What would that look like for you ?,Figure,Illustration,VisualAidArtefact,,VisualAid,,
,,,To figure this out you need a short elevator speech .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA28,2.38,2.42,It look like this : You know how some people have this problem ?,,,,,,,
,,,Well I offer this solution . '',,,,,,,
,,,,,,,,,,
dEDcc0aCjaA29,2.42,2.45,The solution you offer is how you help people .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA30,2.48,2.55,For me it wa : You know how some people have a fear of public speaking and a have,Message,Conclusion,ClosingComponent,StructureComponent,Structure,,
,,,hard time getting their message across in a presentation ?,,,,,,,
,,,Well I help them overcome their fear of public speaking and deliver amazing presentation . '',,,,,,,
,,,,,,,,,,
dEDcc0aCjaA31,2.55,3.05,What 's your credential statement ?,Audience,,,,Delivery,,
,,,You 'll be amazed at the effect this ha on your audience .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA32,3.07,3.07,Step 3 is to Deliver Your Hook . '',,,,,,,
,,,,,,,,,,
dEDcc0aCjaA33,3.07,3.16,My hook for this video presentation might look something like this I 'm going to show,Video,Film,MovingImage,Illustration,VisualAid,,
,,,you how to captivate your audience within the first 5 minute of your presentation . '',,,,,,,
,,,,,,,,,,
dEDcc0aCjaA34,3.16,3.21,When you do this you have to get your audience to feel '' something .,Audience,,,,Delivery,,
,,,,,,,,,,
dEDcc0aCjaA35,3.25,3.27,How do you get them to feel ?,,,,,,,
,,,You have 3 choice .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA36,3.28,3.28,You can get them to feel more happy more successful or more free .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA37,3.33,3.33,Look at my hook .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA38,3.35,3.4,I said I 'm going to show you how to captivate your audience within the first 5 minute of,Audience,,,,Delivery,,
,,,your presentation . '',,,,,,,
,,,,,,,,,,
dEDcc0aCjaA39,3.4,3.54,When you captivate your audience within the first 5 minute of your presentation you 'll,Audience,,,,Delivery,,
,,,feel happier because they are listening to you you 'll feel more successful because you,,,,,,,
,,,look like an expert and you 'll feel more freedom when you spend le time worrying,,,,,,,
,,,about your presentation the night before .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA40,3.57,3.57,Here 's the practical for you .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA41,3.58,3.58,For your presentation write down the word I 'm going to show you. '' then fill in the,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA42,3.58,4.08,rest with something that 's going to create more happiness success or freedom for your,Audience,,,,Delivery,,
,,,audience .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA43,4.09,4.09,Here 's the rule .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA44,4.1,4.14,You ca n't tell them WHAT they 're going to get until you 've told them WHY they would,,,,,,,
,,,want it .,,,,,,,
,,,,,,,,,,
dEDcc0aCjaA45,4.15,4.2,Your hook ha to be something that get them to BELIEVE that they want what you 're going,,,,,,,
