SegmentId,StartTime,EndTime,Transcript
dEDcc0aCjaA50,4.54,4.54,Do n't read the slide .
dEDcc0aCjaA51,4.55,4.55,They 're adult .
dEDcc0aCjaA52,4.56,4.56,They can read .
dEDcc0aCjaA53,4.57,5.01,Instead just give them a moment to read it themselves and introduce your agenda by summarizing
,,,what you 'll be doing .
dEDcc0aCjaA54,5.03,5.08,You do this by mentioning the number of takeaway you 'll be giving them and paraphrasing the
,,,goal of your presentation .
dEDcc0aCjaA55,5.09,5.11,Here 's what it look like :
,,,I 'm going to show you 5 step to deliver a killer opener . ''
dEDcc0aCjaA56,5.11,5.19,What would this look like for you ?
,,,The last step is Step 5 Give a Credible Statement .
dEDcc0aCjaA57,5.23,5.23,You can do this by giving relevant or compelling data to your audience to support your message .
dEDcc0aCjaA58,5.27,5.51,Remember how I did this at the beginning of this video ?
,,,I said You probably already know that delivering great presentation is critical to advance
,,,your career but did you know that research say that most adult will stop listening
,,,to your presentation within the first 10 minute if they are n't convinced there 's something
,,,in it for them ? ''
,,,When you do this within the first 2 minute of your presentation your audience start
,,,to trust you .
dEDcc0aCjaA59,5.53,5.58,Without bragging your listener start to think oooh this guy know what he 's talking
,,,about ''
,,,Done .
dEDcc0aCjaA60,5.59,6.03,When I put those 5 step together it sound like this :
,,,Hi I 'm Jason Teteak .
dEDcc0aCjaA61,6.05,6.14,I help people overcome their fear of public speaking and deliver amazing presentation
,,,and today I 'm going to show you how to captivate your audience within the first 5 minute of
,,,your presentation .
dEDcc0aCjaA62,6.16,6.16,Here 's how I 'm going to do it . ''
dEDcc0aCjaA63,6.16,6.17,I 'm going to show you 5 step to deliver a killer opener . ''
dEDcc0aCjaA64,6.17,6.4,You probably already know that delivering great presentation is critical to advance
,,,your career but did you know that research say that most adult will stop listening
,,,to your presentation within the first 10 minute if they are n't convinced there 's something
,,,in it for them ? ''
,,,Wow !
,,,Do you see how powerful that is ?
,,,Those are the 5 step to deliver a killer presentation opener whenever you do a presentation .
dEDcc0aCjaA65,6.46,6.46,I know this is a lot of information for you to take in .
dEDcc0aCjaA66,6.49,6.53,For that reason I put together some free video training for everyone who stayed to
,,,the end of this video .
dEDcc0aCjaA67,6.55,6.59,You 'll not only learn how to give a killer opener but the exact skill and specific
,,,technique you need to nail your entire presentation .
dEDcc0aCjaA68,7.03,7.08,To get your free training all you need to do is click the button right here or the
,,,link below in the description .
dEDcc0aCjaA69,7.1,7.1,So go on get your free training and click that link below .
dEDcc0aCjaA70,7.15,7.19,I hope you enjoyed this video and if you did let me know by leaving a comment hitting
,,,the thumb up button and subscribing to my channel .
dEDcc0aCjaA71,7.23,7.28,This is Jason Teteak from ruletheroom.com and you just learned the 5 step to deliver
,,,a killer opener every time you give a presentation .
Q5WT2vweFRY1,0,0.07,We ve worked in the live event and
,,,production industry for over 40 year
,,,and have worked with hundred of
,,,presenter all over the world. In this
Q5WT2vweFRY2,0.07,0.16,video we are going to share with you our
,,,top 10 tip guaranteed to make you a
,,,"better presenter. So let s get started,"
Q5WT2vweFRY3,0.16,0.19,number one focus on the audience. Your
Q5WT2vweFRY4,0.19,0.26,"presentation is not about you, it s about"
,,,the audience. What benefit will the
Q5WT2vweFRY5,0.26,0.26,audience. get from listening to you What
Q5WT2vweFRY6,0.29,0.42,do you want them to think feel and do a
,,,a result of listening to you once you
,,,"have these clear objective in Your mind,"
,,,you are on Your way to delivering a
,,,winning presentation. Number two
Q5WT2vweFRY7,0.42,0.49,delete all excess text from your slide
,,,load of bullet point. On your slide
Q5WT2vweFRY8,0.49,0.52,are a complete waste of time. Nobody
Q5WT2vweFRY9,0.52,0.55,actually read them. The brain is a self
Q5WT2vweFRY10,0.55,0.58,organizing mechanism. If you use slide
Q5WT2vweFRY11,0.58,1.03,"like these, you re sending a signal"
,,,directly to the audience. to start
Q5WT2vweFRY12,1.03,1.03,daydreaming. Your slide are not your
Q5WT2vweFRY13,1.05,1.08,"speaker, note, use powerful image and"
,,,picture. They are much more effective in
Q5WT2vweFRY14,1.11,1.14,getting your message across number. Three.
Q5WT2vweFRY15,1.18,1.18,Keep it simple. Le really is more get
Q5WT2vweFRY16,1.18,1.26,"used to cutting out material, including"
,,,your presentation. only what really
Q5WT2vweFRY17,1.26,1.31,"matter this is a difficult process, but"
,,,think back to point. one. What do you want
Q5WT2vweFRY18,1.31,1.44,The audience to think feel and do If
,,,"Your content doe nt, match your answer"
,,,to these question? Cut it out
,,,use the same language that you d use
,,,while explaining your presentation. to a
Q5WT2vweFRY19,1.44,1.48,friend in the local pub over a pint and
,,,try to use simple. wording to to make
Q5WT2vweFRY20,1.48,1.52,Your content clear and easy to
,,,understand.
Q5WT2vweFRY21,1.55,1.55,Rule of Three. can be really effective.
Q5WT2vweFRY22,1.55,1.55,
Q5WT2vweFRY23,1.59,2.04,rehearse the biggest single difference a
,,,presenter. can make to their performance
Q5WT2vweFRY24,2.07,2.12,is to stand up in front of the bathroom
,,,mirror
,,,amra her.
Q5WT2vweFRY25,2.13,2.18,"If you are serious about success, then"
,,,you need to get serious about rehearsing
,,,"and If you do nt, prepare them. prepare to"
Q5WT2vweFRY26,2.18,2.33,fail number five is especially important
,,,if you re speaking at an event or away
,,,"from your usual place of work, make"
,,,friend with the crew and the people at
,,,the venue. The crew can play a huge part
Q5WT2vweFRY27,2.33,2.46,"in Your success, and If you are rude and"
,,,arrogant they ll enjoy watching you fail
,,,get there early
,,,make friend with them learn their name
,,,and ask them for help and advice. Ask
Q5WT2vweFRY28,2.46,2.49,politely for a sound check.
Q5WT2vweFRY29,2.51,3,Ask to view your PowerPoint slide On
,,,The big screen you can see where I m
,,,going with this this preparation will
,,,ease your nerve and raise your
,,,confidence before your presentation.
Q5WT2vweFRY30,3.02,3.02,start number. six. Now this is a much
Q5WT2vweFRY31,3.02,3.16,"debated point, but we always say: dress to"
,,,impress if you are in any doubt about
,,,"What to wear be smart, smart, hair, smart,"
,,,"shoe, smart dress sense. Do nt fall into"
Q5WT2vweFRY32,3.16,3.22,the trap of getting up on stage looking
,,,casual because you ll only look scruffy.
Q5WT2vweFRY33,3.24,3.31,"If it s smart, casual dress, wear always"
,,,go the smarter side of casual better for
,,,"people to say: wow. She look smart, rather"
Q5WT2vweFRY34,3.31,3.34,than God she could have made an effort.
Q5WT2vweFRY35,3.37,3.39,Number seven
,,,make friend with yourself and be
,,,comfortable.
Q5WT2vweFRY36,3.42,3.48,Do nt create a Pasha version of the real
,,,"you, someone who us big word and try"
,,,to disguise a regional accent. You are
Q5WT2vweFRY37,3.48,3.48,unique. You are special! Nobody is quite
Q5WT2vweFRY38,3.52,3.58,"like you So stick to the real you, be"
,,,authentic and the audience. will believe
Q5WT2vweFRY39,3.58,4.01,in you number eight stand still. Everyone
Q5WT2vweFRY40,4.01,4.11,feel a rush of adrenaline a They stand
,,,up ready to speak in front of an
,,,audience a adrenaline flow through the
,,,body. Your body. will get ready for fight
Q5WT2vweFRY41,4.14,4.14,
Q5WT2vweFRY42,4.14,4.16,or flight. The lactic acid build up in
Q5WT2vweFRY43,4.16,4.21,Your muscle tissue and you will feel an
,,,overwhelming need to move. This is What
Q5WT2vweFRY44,4.21,4.25,we call we
,,,moving. An advanced stage of weaving is
Q5WT2vweFRY45,4.26,4.29,prowling from one. end of the stage to
Q5WT2vweFRY46,4.29,4.37,"the other, lock out your hip, and imagine"
,,,that your foot are stuck to the floor.
Q5WT2vweFRY47,4.39,4.39,You still. have plenty of room to move.
Q5WT2vweFRY48,4.39,4.39,
Q5WT2vweFRY49,4.42,4.44,around
,,,number 9. Tell a story.
Q5WT2vweFRY50,4.44,4.44,
Q5WT2vweFRY51,4.47,4.52,Forget the corporate spiel and all those
,,,text slide that Nobody will read Tell
,,,the audience. a story. engage in a
Q5WT2vweFRY52,4.52,4.52,
Q5WT2vweFRY53,4.52,4.55,conversation with the audience. and then
Q5WT2vweFRY54,4.55,5,and only then talk about target and
,,,measurable goal. I guarantee you that
Q5WT2vweFRY55,5,5.03,the audience. will remember a story. that
Q5WT2vweFRY56,5.03,5.03,
Q5WT2vweFRY57,5.03,5.12,"relates to Your key message, rather than"
,,,a barrage load of slide The final point
,,,that will make you an even better
,,,presenter. is be enthusiastic. Nothing
Q5WT2vweFRY58,5.13,5.13,
Q5WT2vweFRY59,5.13,5.26,absolutely nothing succeeds like
,,,"enthusiasm, it s infectious"
,,,once The audience can spot that you have
,,,a passion for Your subject. They ll
Q5WT2vweFRY60,5.26,5.36,immediately begin to warn to you and
,,,will ignore any imperfection or
,,,omission in Your presentation so get
,,,"passionate, get excited and get"
,,,enthusiastic. We hope you find these tip
Q5WT2vweFRY61,5.36,5.51,"passionate, get excited and get"
,,,enthusiastic. We hope you find these tip
,,,helpful the next time that you have to
,,,present in front of an audience Please
,,,"do get in touch with? U, if you have any"
,,,"question or would like to have a chat,"
,,,we d love to hear from you?
ADJAcyTq1us1,0,0.05,"Hello, everybody welcome to this video on"
,,,tutorial point today we will talk in
,,,"detail about presentation, skill. Well, I"
ADJAcyTq1us2,0.05,0.07,would like you to imagine a situation.
ADJAcyTq1us3,0.09,0.15,"Have you at any point in your school, in"
,,,your college or at your workplace ever
,,,"faced a situation. like this, where, in"
ADJAcyTq1us4,0.15,0.47,"your teacher or your bos at work, ha"
,,,asked you to give a good presentation on
,,,a particular topic in front of a group
,,,"of people? Well, what are the feeling"
,,,that you go to? Do you feel challenged
,,,anxious nervous or you feel like hiding
,,,under your bed and never coming out
,,,"again? Well, if you go through such"
,,,"feeling, this is a video tutorial I"
,,,would really urge you to watch out for
,,,because today we are going to talk in
,,,detail about how to give a good
,,,presentation and an effective
,,,"presentation. Well, let s get started."
ADJAcyTq1us5,0.49,0.49,
ADJAcyTq1us6,0.51,1.21,Let s see what is there on the agenda
,,,today? We will talk about what is a
,,,presentation what are the step of a
,,,good presentation
,,,anatomy of a successful presentation and
,,,"that s the crux of our module today,"
,,,adding your own flavor in your
,,,presentation how to structure your
,,,presentation and what is the checklist
,,,"for a successful presentation Well, this,"
,,,is what is in store for u today and I m
,,,very excited to teach you because this
,,,is one of my personal favorite topic. So
ADJAcyTq1us7,1.21,1.24,"let s get started. well, if you Have to"
ADJAcyTq1us8,1.24,1.43,define what is a presentation what Do
,,,you exactly mean by the word
,,,"presentation? Let s look at that Well, a"
,,,lot of people? actually have a nightmare
,,,when it come to giving a presentation
