SegmentId,Start,End,Transcript,Focus Concepts,,,,,,,,Focus Topics
hQQ5xQGZxdA65,14:17,14:29,"i was slim pain man, okay, Well intothat then, next is there, anythingdave.about this, sort of first part of gettingdiagnosed. thatyou think you might have someon for patients, and caregivers any",Pain,PhysicalSymptoms,,,,,,PhysicalHealth,PhysicalHealth
,,,,Caregiver,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
hQQ5xQGZxdA66,14:31,14:43,"thing you want to say,about this, part of your we'llwhat I would say and We probablytalk about this, but iyou know, there are ways to connect. withother patients nowi think and that's what I would",,,,,,,,,
hQQ5xQGZxdA67,14:45,14:54,"encourage people do if you get thatinitial.I'Ve been diagnosed. Oh my gosh, what do Ido and and and that process. ofsetting. upa care team and thoseis it community setting. is it",Community,SocialActivity,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
hQQ5xQGZxdA68,14:56,15:06,"academic setting and um. who can Whowho's been through the same thing thati'm that i'manticipating who can help,okay, greatso with that said uh. wereover to The next",,,,,,,,,
hQQ5xQGZxdA69,15:07,15:11,section. The next where dave. willtalk about surgery and The recoveryso hang tight dave,,,,,,,,,
xY3B9nLm1u81,00:00,00:11,"I remember actuallymy wife saying you know this. Isn'T rightyouyou shouldshouldn't have to sort ofsleep sitting up on the sofa um,i say sleep um, i mean kind of drifting",Wife,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,Sleep,Rest,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
xY3B9nLm1u82,00:14,00:28,"and out of consciousness briefly for acouple of hours, but um,you know i i'm also sayingwell, i'm pretty sure you can't getcancer of the shoulder.I was diagnosed with lung cancerback in february.",LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
xY3B9nLm1u83,00:30,00:45,"I wasin a lesson um doing some maths writingon the board and i had a sudden pain inmy shoulder. and i thought oh crikey, i'm45 i'm getting on.I can't write on a board anymore. I'Mhave to try and get a bit",Pain,PhysicalSymptoms,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
xY3B9nLm1u84,00:47,00:59,"um, andiphoned the doctor aboutum fairly soon. After because i then itwas in half term, igoing to kew gardens and having toum, my",,,,,,,,,
xY3B9nLm1u85,01:00,01:13,"uh, then three-year-old around mostkew gardensbut the painthen just carried on and gotand it started affecting my sleep Socouldn't lie down to sleeppain went on for",Pain,PhysicalSymptoms,,,,,,PhysicalHealth,PhysicalHealth
,,,,Sleep,Rest,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
xY3B9nLm1u86,01:16,01:35,"uh, and the phone calls back andprobably went on for about threebecause, understandably you know thedoctor said you know it shoulddown within three months,the doctorreferred me to a shoulder.",,,,,,,,,
xY3B9nLm1u87,01:39,01:52,and iinitially that was probably toabout a threebeing in quitei really pushedand i phoned thesecretary,,,,,,,,,
xY3B9nLm1u88,01:54,02:08,"um frequently and tohow much pain. I was inIon one point: i criedand said i cannot sleep um,you do something, andkindly then really pushed",Pain,PhysicalSymptoms,,,,,,PhysicalHealth,PhysicalHealth
,,,,Sleep,Rest,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
xY3B9nLm1u89,02:10,02:21,got the ct scan organizedthespecialistumthought that it might just be a bit ofwear and tear and thought it becured with just,,,,,,,,,
xY3B9nLm1u810,02:23,02:38,"So we we tried the injection.um. I remember thinkingjust beforeum. They said you know the of painthat you're in doesn'tto what we're seeingct, but well, go ahead. You",Thinking,CognitiveFunction,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,Pain,PhysicalSymptoms,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
xY3B9nLm1u811,02:40,02:47,"it anyway, because it shouldum,Soonyou knowum,i i think, back to to the specialist and",,,,,,,,,
xY3B9nLm1u812,02:51,03:04,"and do really wish,hethatthis could come fromcancer. Wherethe level of of myshoulder.",,,,,,,,,
xY3B9nLm1u813,03:05,03:16,"isn't really matching up to the level ofpain um, could there be?other explanations, but i know Sohardforfor forto to know um, everything to be aware of",Pain,PhysicalSymptoms,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
xY3B9nLm1u814,03:19,03:35,"allum, but that was sort of a bit of aoneand he brought me in and to myand saidright that doesn't rightwell, try",,,,,,,,,
xY3B9nLm1u815,03:37,03:50,"um, this inhaler and i think, it was somesteroids he gave me he said but itdoesn't work after three comeandbecausei could see he was a um,concerned. I think, this",,,,,,,,,
xY3B9nLm1u816,03:53,04:08,"so I came back After three days heme straight upstairs for an of thechestinteresting thingshonda x-ray didn'twhenuh several months a couple months,",,,,,,,,,
xY3B9nLm1u817,04:10,04:23,"onto a second line of treatment. Thattreatment waspretty rough. I lost my hair andi felt really unwell. During that time, wewent through multiple lines ofchemotherapy",,,,,,,,,
xY3B9nLm1u818,04:37,04:51,"two weeks of starting to itthatI started tofeel better. The pain. started toum, to gothe the pain isand i'm getting",Pain,PhysicalSymptoms,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
xY3B9nLm1u819,04:52,05:04,stronger and things like that but i'malso very much a hopefulbelieverinin hope umand thereforethat,Hope,PositiveFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
xY3B9nLm1u820,05:05,05:16,you know anything couldandandyou knowSo much could can happen. Anddone. Research is being done.currently so,,,,,,,,,
xY3B9nLm1u821,05:17,05:35,"um, for example, i like to say thatthere is currentlyfor myand itbecausei'mi'm almost someone who",,,,,,,,,
xY3B9nLm1u822,05:37,05:52,"advocate looklet others go before youum, but actually you kind of topush really hard if ifnot right and it issometimes just the peopleloudest and that's",,,,,,,,,
xY3B9nLm1u823,05:53,06:05,it's not rightumbutbut it is also though a and itdoesto the thatthis is really,,,,,,,,,
xY3B9nLm1u824,06:06,06:20,"something, out of the becauseyou're the person thattheThey can't and They have to ajudgment based uponi think, behaving and i didn'tbehave",,,,,,,,,
xY3B9nLm1u825,06:21,06:37,"very we'll i i cried and i i didn't inever shouted or anything like that buti was very insistentum, can you is there anything you can doI phone back regularly.I would phone one day and then phone thenext morning saying i can't sleep.",Sleep,Rest,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
xY3B9nLm1u826,06:40,06:53,"and then the nextand They said oh okay,We found a cancellation for you and ithink, it's thatyou know if something somethingcome up andyou know how",,,,,,,,,
xY3B9nLm1u827,06:54,07:05,"desperate it is for you Sojustdon't be afraidalways keep pushing,because it could be that could make thedifference betweenwell,",,,,,,,,,
xY3B9nLm1u828,07:06,07:08,a andone that isn't so great,,,,,,,,,
yV893Fx41lE1,00:01,00:17,"And everyone sort of acknowledged acancer diagnosis. It was, I was just sickand I was getstage: 4 non-smoking, lung cancer andobviously there's some stage 5. So ita shock. I mean shock to all of us mepersonally. I was sick and I was",LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
yV893Fx41lE2,00:20,00:33,"get betterYou know. Marine corps is key to some ofthe things that I do it's aand once one challenge is done,always looking for the nextSo first, full marathon was theCorps Marathon. While the training",Training,AcquiringInformation,,,,,,Environment,Environment
,,,,,,,,,,,,
yV893Fx41lE3,00:35,00:49,"that marathon is when I feltsoreness and my ribs and my spine,which caused me to go to mypractitioner and So he said nothingworryI had just had a physical thatSo I completed a marathon but it",Soreness,Pain,PhysicalSymptoms,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
yV893Fx41lE4,00:52,01:10,"a time that I thought I couldand the pain got worse. I went backhim and we got the diagnosis. Sodowns, when he came to us was veryHe had cancer in multiple areas ofbody. He was extremely weak stage: 4 lungcancer who is a never smoker about 15",Pain,PhysicalSymptoms,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
yV893Fx41lE5,01:14,01:28,"20 percent of patients who havecancer, are never smokers. Lung cancerbe a difficult cancer for manyFirst, it's a fairly aggressiveEven small lung tumors can shedcancer cells that can go somewhereand become metastases, and So it",LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,Tumor,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
yV893Fx41lE6,01:31,01:45,"uncommon for patients with lung cancerto be diagnosed at a moment whendisease is already advanced atfour, when they have metastases, eitherthe Brain causing difficultiesthinking or confusion or in thecausing pain. So I actually didn't",LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,Thinking,CognitiveFunction,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,Pain,PhysicalSymptoms,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
yV893Fx41lE7,01:48,02:02,"at the PET scan. My wife saw it and thedoctor, dr. Gomez, saw it and he said itwas it was So bad that he neededneeded to chemo rightand once he started on thistherapy, all of his symptoms reallyaway fairly quickly. He was able to",Wife,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
yV893Fx41lE8,02:04,02:19,from being extremely sick to comingto a fairly normal life very veryquickly. within a couple of months.kinds of benefits than we canpatients with targeted therapiesnewer investigational therapies are themain reason why I started doing,,,,,,,,,
yV893Fx41lE9,02:22,02:35,"This is an area where we can reallypatients take their lifeSo the Marine corps has thisthat we use or in boot camp and it'sS improvise, adapt overcome. So that'smotto for everything in life.",,,,,,,,,
wwiwjZw7d6o1,00:17,00:28,"I'M joanna i'm 35 years oldand um. I am mum to a little girl calledfreyaand she's just turned two and she's areal handfuland, as i'm sure, all mums oftwo-year-olds can attest. My",Mum,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
wwiwjZw7d6o2,00:30,00:46,"favorite thing about being a mum, andI think just having her learning justwatching her grow every day is,is, just beautiful, i'm so i'm so luckythat i get to be at home with herand at the moment freya wassix months old. When i was diagnosed with",Mum,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,Learning,CognitiveFunction,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
wwiwjZw7d6o3,00:49,00:58,"how advanced my cancer was at the time imean we were all convinced, my family andfriends that i wouldn't even seechristmasand When you've just had a little girlMy eyes, you've got those newhormones as well. It was a really tough",Family,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,Friend,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
wwiwjZw7d6o4,01:01,01:12,"time and for my family as well.i think that's one of the hardest thingsthat we had no hope at that pointand daniel and I sat down and discussedone night, whether if it was only goingto bechemotherapy that may Prolong my life",Family,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,Hope,PositiveFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
wwiwjZw7d6o5,01:14,01:32,"for a few months at the risk of mefeelingterrible, maybe not having any treatmentat alli'm still scared for the future thathasn't eased any. You know. My prognosisnow is better",Treatment,,,,,,,LevelOfIndependence,LevelOfIndependence
,,,,Scared,NegativeFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
wwiwjZw7d6o6,01:33,01:56,"um, but even so the fearis always there, but luckily my lifeis got some really nice positives in itat the moment so we look towards thatrather thanthe bad side of Itand i'd like to say it was a lovely",Fear,NegativeFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
wwiwjZw7d6o7,01:57,02:09,"moment, but it really wasn't. It wasfilled with so muchfear and dread andjust confusion because we were like howhas this happened?I mean we we know. how It happened? buthow",Fear,NegativeFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
wwiwjZw7d6o8,02:09,02:20,"It actually got to a point where i wascarrying a child,so we did a lot of research ourselves. Ijoined so many other aok groups fromacross the world and I actually foundout in america in europe. It'S reallyquite common for women to be able to go",Child,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
wwiwjZw7d6o9,02:22,02:33,and have babies with this kind oftreatmentwhich of course was our first or glimmerof hope and then i spoke to Myoncologist. Who wasfantastic. She was completely on boardand She was amazing. It was about for us,Treatment,,,,,,,LevelOfIndependence,LevelOfIndependence
,,,,Hope,PositiveFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
wwiwjZw7d6o10,02:36,02:47,"weighing up those risks, andYou know. were a firm believer andeverything happens for a reason. So,yeah, the fear is still there, We'Ve hadlots of extra scans to make sure baby isokay and baby's absolutely thrivinggrowing, just as he she should",Fear,NegativeFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
